id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name,day,trans,…,daycycle
22737649,32e75945-37d2-4cb1-83ae-cdd23f6e2ea3,Fri Apr 19 2019 19:15:18 GMT-0700 (PDT),2019-04-19,2019-04-20 11:15:18 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-20 11:15:58 +0900,2019-05-02 07:26:54 +0900,needs_id,,https://www.inaturalist.org/observations/22737649,https://static.inaturalist.org/photos/35237159/medium.jpg,,,,2,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40583082,-119.8458724,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,lupines,Lupinus,lupines,Plantae,47121,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Genisteae,,Lupinus,,,,,,,2019-04-19,2019-02-09,40,40
22737709,d85d445e-69a7-4467-8546-615d9486971f,Fri Apr 19 2019 19:16:48 GMT-0700 (PDT),2019-04-19,2019-04-20 11:16:48 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-20 11:17:32 +0900,2024-03-03 09:23:07 +0900,needs_id,,https://www.inaturalist.org/observations/22737709,https://static.inaturalist.org/photos/35237266/medium.jpg,,,,1,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40595777,-119.8461034,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,strigose lotus,Acmispon strigosus,strigose lotus,Plantae,75281,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Loteae,,Acmispon,,Acmispon strigosus,,,,,2019-04-19,2019-02-09,40,40
22737821,4e42d12d-1f68-4da7-ad83-63bc57abdf8f,Fri Apr 19 2019 19:18:11 GMT-0700 (PDT),2019-04-19,2019-04-20 11:18:11 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-20 11:18:43 +0900,2024-03-28 16:28:58 +0900,research,,https://www.inaturalist.org/observations/22737821,https://static.inaturalist.org/photos/35237346/medium.jpg,,,,0,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40612779,-119.8461984,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,Garden Radish,Raphanus raphanistrum sativus,garden radish,Plantae,995125,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Brassicodae,Brassiceae,,Raphanus,,Raphanus raphanistrum,,Raphanus raphanistrum sativus,,,2019-04-19,2019-02-09,40,40
22737912,aacae27e-0e31-4a36-a1b1-9eea7d404089,Fri Apr 19 2019 19:20:40 GMT-0700 (PDT),2019-04-19,2019-04-20 11:20:40 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-20 11:21:10 +0900,2019-05-02 07:35:13 +0900,needs_id,,https://www.inaturalist.org/observations/22737912,https://static.inaturalist.org/photos/35237539/medium.jpg,,,,0,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.4060213,-119.8445984,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,,Lupinus,lupines,Plantae,47121,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Genisteae,,Lupinus,,,,,,,2019-04-19,2019-02-09,40,40
22763952,0024fb60-ca78-40f6-9138-98ab57c004fb,Sat Apr 20 2019 10:14:33 GMT-0700 (PDT),2019-04-20,2019-04-21 02:14:33 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:15:13 +0900,2019-12-09 18:43:54 +0900,needs_id,,https://www.inaturalist.org/observations/22763952,https://static.inaturalist.org/photos/35277208/medium.jpg,,,,0,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.4057553,-119.8453821,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,,Sonchus asper,prickly sowthistle,Plantae,53269,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Hyoseridinae,Sonchus,,Sonchus asper,,,,,2019-04-20,2019-02-10,41,41
22764130,77d53b82-54c1-409c-ac5b-431f95764ab4,Sat Apr 20 2019 10:17:06 GMT-0700 (PDT),2019-04-20,2019-04-21 02:17:06 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:19:12 +0900,2019-05-04 06:51:54 +0900,research,,https://www.inaturalist.org/observations/22764130,https://static.inaturalist.org/photos/35277496/medium.jpg,,,,2,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40591368,-119.84653,10,,,,10,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,small melilot,Melilotus indicus,small melilot,Plantae,57065,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Trifolieae,,Melilotus,,Melilotus indicus,,,,,2019-04-20,2019-02-10,41,41
22764180,c4c4b41c-b7eb-42cd-949d-14b26a98712b,Sat Apr 20 2019 10:19:23 GMT-0700 (PDT),2019-04-20,2019-04-21 02:19:23 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:20:07 +0900,2019-05-04 06:51:53 +0900,research,,https://www.inaturalist.org/observations/22764180,https://static.inaturalist.org/photos/35277585/medium.jpg,,,,2,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40599,-119.8464735,10,,,,10,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,small melilot,Melilotus indicus,small melilot,Plantae,57065,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Trifolieae,,Melilotus,,Melilotus indicus,,,,,2019-04-20,2019-02-10,41,41
22764349,275135de-0267-41f3-88b1-41cb9c1c3229,Sat Apr 20 2019 10:22:58 GMT-0700 (PDT),2019-04-20,2019-04-21 02:22:58 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:23:30 +0900,2019-04-21 02:26:50 +0900,needs_id,,https://www.inaturalist.org/observations/22764349,https://static.inaturalist.org/photos/35277849/medium.jpg,,,,0,0,false,3,"Campus Lagoon, Goleta, CA, US",34.40632934,-119.8469382,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,,Angiospermae,flowering plants,Plantae,47125,Plantae,Tracheophyta,Angiospermae,,,,,,,,,,,,,,,,,,,,2019-04-20,2019-02-10,41,41
22764397,14c2a3b8-fb5a-4074-94b4-6adcc6b044b3,Sat Apr 20 2019 10:23:48 GMT-0700 (PDT),2019-04-20,2019-04-21 02:23:48 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:24:20 +0900,2020-09-22 00:55:53 +0900,research,,https://www.inaturalist.org/observations/22764397,https://static.inaturalist.org/photos/35277946/medium.jpg,,,,3,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40637171,-119.8471088,5,,,,5,,open,false,,,,Santa Barbara,California,United States,California,Santa Barbara,red sand-verbena,Abronia maritima,red sand-verbena,Plantae,75244,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Nyctaginaceae,,,,,Abronia,,Abronia maritima,,,,,2019-04-20,2019-02-10,41,41
22764445,40e2db5d-c7a1-4a72-b502-2830b47675cb,Sat Apr 20 2019 10:24:40 GMT-0700 (PDT),2019-04-20,2019-04-21 02:24:40 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:25:16 +0900,2019-12-20 10:09:30 +0900,research,,https://www.inaturalist.org/observations/22764445,https://static.inaturalist.org/photos/35278018/medium.jpg,,,,3,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40632133,-119.8471145,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,Pink Sand Verbena,Abronia umbellata,Pink Sand Verbena,Plantae,53801,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Nyctaginaceae,,,,,Abronia,,Abronia umbellata,,,,,2019-04-20,2019-02-10,41,41
22764485,89dd890f-0068-485d-b36d-f0f88785c41c,Sat Apr 20 2019 10:25:34 GMT-0700 (PDT),2019-04-20,2019-04-21 02:25:34 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:26:05 +0900,2019-11-26 16:26:11 +0900,needs_id,,https://www.inaturalist.org/observations/22764485,https://static.inaturalist.org/photos/35278091/medium.jpg,,,,0,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40631802,-119.8470853,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,,Eriogonum,wild buckwheats,Plantae,48939,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Eriogonoideae,,Eriogoneae,,Eriogonum,,,,,,,2019-04-20,2019-02-10,41,41
22764543,c5d392ed-0123-4206-bd59-e3af0538a781,Sat Apr 20 2019 10:27:06 GMT-0700 (PDT),2019-04-20,2019-04-21 02:27:06 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:27:24 +0900,2019-12-09 18:44:20 +0900,needs_id,,https://www.inaturalist.org/observations/22764543,https://static.inaturalist.org/photos/35278441/medium.jpg,,,,0,0,false,3,"Campus Lagoon, Goleta, CA, US",34.40663109,-119.8471544,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,,Magnoliopsida,dicots,Plantae,47124,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,,,,,,,,,,,,,,2019-04-20,2019-02-10,41,41
22764736,b7cc70a0-0a69-46d5-be9d-d5cbbf6662e4,Sat Apr 20 2019 10:27:47 GMT-0700 (PDT),2019-04-20,2019-04-21 02:27:47 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:31:29 +0900,2022-07-23 09:48:44 +0900,needs_id,,https://www.inaturalist.org/observations/22764736,https://static.inaturalist.org/photos/35278625/medium.jpg,,,,1,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.4066963,-119.8474054,10,,,,10,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,greenspot nightshade,Solanum douglasii,greenspot nightshade,Plantae,64105,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,,Solaneae,,Solanum,,Solanum douglasii,,,,,2019-04-20,2019-02-10,41,41
22764777,61c5bff2-2ed0-4b7f-80a7-06c65a3c24bd,Sat Apr 20 2019 10:30:56 GMT-0700 (PDT),2019-04-20,2019-04-21 02:30:56 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:32:21 +0900,2024-03-28 16:29:42 +0900,research,,https://www.inaturalist.org/observations/22764777,https://static.inaturalist.org/photos/35278689/medium.jpg,,,,3,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40701238,-119.8476592,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,wild and domestic radishes,Raphanus raphanistrum sativus,garden radish,Plantae,995125,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Brassicodae,Brassiceae,,Raphanus,,Raphanus raphanistrum,,Raphanus raphanistrum sativus,,,2019-04-20,2019-02-10,41,41
22764864,6c484830-e374-4973-968d-b854d9974dd4,Sat Apr 20 2019 10:31:54 GMT-0700 (PDT),2019-04-20,2019-04-21 02:31:54 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:33:24 +0900,2019-05-02 07:38:24 +0900,needs_id,,https://www.inaturalist.org/observations/22764864,https://static.inaturalist.org/photos/35278807/medium.jpg,,,,0,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40722017,-119.8473275,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,,Lupinus,lupines,Plantae,47121,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Genisteae,,Lupinus,,,,,,,2019-04-20,2019-02-10,41,41
22764935,e31f2cdd-8d77-4c3d-87e0-1257e0e71dff,Sat Apr 20 2019 10:32:48 GMT-0700 (PDT),2019-04-20,2019-04-21 02:32:48 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:34:36 +0900,2019-05-02 08:14:18 +0900,needs_id,,https://www.inaturalist.org/observations/22764935,https://static.inaturalist.org/photos/35278954/medium.jpg,,,,1,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40725747,-119.847193,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,false bindweeds,Calystegia,false bindweeds,Plantae,56031,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Convolvulaceae,Convolvuloideae,,Convolvuleae,,Calystegia,,,,,,,2019-04-20,2019-02-10,41,41
22764986,9ef93f3b-7910-4752-9601-04958b3d812b,Sat Apr 20 2019 10:33:42 GMT-0700 (PDT),2019-04-20,2019-04-21 02:33:42 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:35:38 +0900,2019-12-29 11:56:54 +0900,research,,https://www.inaturalist.org/observations/22764986,https://static.inaturalist.org/photos/35279087/medium.jpg,,,,2,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40724632,-119.8471847,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,coyote brush,Baccharis pilularis,coyote brush,Plantae,53359,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Baccharidinae,Baccharis,,Baccharis pilularis,,,,,2019-04-20,2019-02-10,41,41
22765006,b4627001-99f4-4963-8aa4-2b645db5b705,Sat Apr 20 2019 10:35:11 GMT-0700 (PDT),2019-04-20,2019-04-21 02:35:11 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:36:02 +0900,2019-05-04 06:51:45 +0900,research,,https://www.inaturalist.org/observations/22765006,https://static.inaturalist.org/photos/35279167/medium.jpg,,,,3,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.4073588,-119.8467926,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,ribwort plantain,Plantago lanceolata,ribwort plantain,Plantae,53178,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Plantagineae,,Plantago,,Plantago lanceolata,,,,,2019-04-20,2019-02-10,41,41
22765070,eaea88cd-53e3-435a-b2ff-1c99a6e59ef6,Sat Apr 20 2019 10:35:55 GMT-0700 (PDT),2019-04-20,2019-04-21 02:35:55 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:36:47 +0900,2019-12-29 11:56:47 +0900,research,,https://www.inaturalist.org/observations/22765070,https://static.inaturalist.org/photos/35279207/medium.jpg,,,,2,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40739153,-119.8468346,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,coyote brush,Baccharis pilularis,coyote brush,Plantae,53359,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Baccharidinae,Baccharis,,Baccharis pilularis,,,,,2019-04-20,2019-02-10,41,41
22765263,4306c426-05b6-4520-9d0d-a871ab0cd3fe,Sat Apr 20 2019 10:38:20 GMT-0700 (PDT),2019-04-20,2019-04-21 02:38:20 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:39:22 +0900,2023-03-18 09:15:39 +0900,research,,https://www.inaturalist.org/observations/22765263,https://static.inaturalist.org/photos/35279512/medium.jpg,,,,2,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40768209,-119.8462948,5,,,,5,,open,false,,,,Santa Barbara,California,United States,California,Santa Barbara,coast live oak,Quercus agrifolia,coast live oak,Plantae,47850,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Fagaceae,,,,,Quercus,,Quercus agrifolia,,,,,2019-04-20,2019-02-10,41,41
22765341,c1073814-dfbd-457e-9546-be0cc898cc48,Sat Apr 20 2019 10:39:30 GMT-0700 (PDT),2019-04-20,2019-04-21 02:39:30 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:40:41 +0900,2024-03-28 11:18:29 +0900,research,,https://www.inaturalist.org/observations/22765341,https://static.inaturalist.org/photos/35279700/medium.jpg,,,,0,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40772777,-119.8464454,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,wild and domestic radishes,Raphanus raphanistrum sativus,garden radish,Plantae,995125,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Brassicodae,Brassiceae,,Raphanus,,Raphanus raphanistrum,,Raphanus raphanistrum sativus,,,2019-04-20,2019-02-10,41,41
22765390,5726090f-a017-48af-bbdb-b021fe30dcc2,Sat Apr 20 2019 10:40:51 GMT-0700 (PDT),2019-04-20,2019-04-21 02:40:51 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:41:34 +0900,2024-03-15 03:50:55 +0900,research,,https://www.inaturalist.org/observations/22765390,https://static.inaturalist.org/photos/35279763/medium.jpg,,,,2,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40780443,-119.8466496,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,California beeplant,Scrophularia californica,California beeplant,Plantae,50812,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Scrophulariaceae,,,Scrophularieae,,Scrophularia,,Scrophularia californica,,,,,2019-04-20,2019-02-10,41,41
22765458,e8bead3e-715d-427b-8b0a-8ac89943f9ff,Sat Apr 20 2019 10:41:59 GMT-0700 (PDT),2019-04-20,2019-04-21 02:41:59 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:42:43 +0900,2019-05-05 13:12:48 +0900,research,,https://www.inaturalist.org/observations/22765458,https://static.inaturalist.org/photos/35279876/medium.jpg,,,,3,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40790103,-119.8467247,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,coast live oak,Quercus agrifolia,coast live oak,Plantae,47850,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Fagaceae,,,,,Quercus,,Quercus agrifolia,,,,,2019-04-20,2019-02-10,41,41
22765752,bf503330-dbb1-4457-ab49-fb4fc614a418,Sat Apr 20 2019 10:47:19 GMT-0700 (PDT),2019-04-20,2019-04-21 02:47:19 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:47:45 +0900,2019-05-02 07:52:00 +0900,research,,https://www.inaturalist.org/observations/22765752,https://static.inaturalist.org/photos/35280384/medium.jpg,,,,2,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40916825,-119.8486666,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,hairy vetch,Vicia villosa,hairy vetch,Plantae,57317,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Fabeae,,Vicia,,Vicia villosa,,,,,2019-04-20,2019-02-10,41,41
22765840,dff2d0b2-44ad-4fe4-9dd6-0248cc9ed2bd,Sat Apr 20 2019 10:48:55 GMT-0700 (PDT),2019-04-20,2019-04-21 02:48:55 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-04-21 02:49:43 +0900,2019-05-02 07:26:24 +0900,needs_id,,https://www.inaturalist.org/observations/22765840,https://static.inaturalist.org/photos/35286453/medium.jpg,,,,2,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40936237,-119.8488114,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,lupines,Lupinus,lupines,Plantae,47121,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Genisteae,,Lupinus,,,,,,,2019-04-20,2019-02-10,41,41
23062117,a4a409f7-ae01-40ae-9199-0cdb2b40bd22,Sat Apr 20 2019 13:29:46 GMT-0700 (PDT),2019-04-20,2019-04-21 05:29:46 +0900,Pacific Time (US & Canada),1376052,taylorc,Taylor Curtis,2019-04-26 02:58:14 +0900,2019-04-26 03:04:06 +0900,casual,,https://www.inaturalist.org/observations/23062117,https://static.inaturalist.org/photos/35752569/medium.jpg,,,,1,0,true,3,"University of California - Santa Barbara, Goleta, CA, US",34.41248668,-119.8473765,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,Azalea,Rhododendron indicum,southern Indian azalea,Plantae,208830,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,,Rhodoreae,,Rhododendron,,Rhododendron indicum,,,,,2019-04-20,2019-02-10,41,41
23224136,e42c0b6b-f44d-4b0b-b12b-5ab585e4b730,Sat Apr 20 2019 13:30:54 GMT-0700 (PDT),2019-04-20,2019-04-21 05:30:54 +0900,Pacific Time (US & Canada),1376052,taylorc,Taylor Curtis,2019-04-27 06:13:19 +0900,2019-05-02 08:31:50 +0900,casual,,https://www.inaturalist.org/observations/23224136,https://static.inaturalist.org/photos/35986701/medium.jpg,,,,1,0,true,3,"University of California - Santa Barbara, Goleta, CA, US",34.4124586,-119.8473089,10,,,,10,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,rhododendrons and azaleas,Rhododendron,rhododendrons and azaleas,Plantae,49487,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,,Rhodoreae,,Rhododendron,,,,,,,2019-04-20,2019-02-10,41,41
23224307,2113ab85-9c74-4071-88ef-4b1fe9678d62,Sat Apr 20 2019 13:32:37 GMT-0700 (PDT),2019-04-20,2019-04-21 05:32:37 +0900,Pacific Time (US & Canada),1376052,taylorc,Taylor Curtis,2019-04-27 06:14:12 +0900,2019-05-02 07:50:54 +0900,casual,,https://www.inaturalist.org/observations/23224307,https://static.inaturalist.org/photos/35987025/medium.jpg,,,,1,0,true,3,"University of California - Santa Barbara, Goleta, CA, US",34.41254682,-119.8470977,50,,,,50,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,tsutsusi azalea,Rhododendron indicum,southern Indian azalea,Plantae,208830,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,,Rhodoreae,,Rhododendron,,Rhododendron indicum,,,,,2019-04-20,2019-02-10,41,41
23224478,587dfc27-12db-454a-9e2c-3d951a97c7e9,Sat Apr 20 2019 13:33:13 GMT-0700 (PDT),2019-04-20,2019-04-21 05:33:13 +0900,Pacific Time (US & Canada),1376052,taylorc,Taylor Curtis,2019-04-27 06:15:03 +0900,2019-05-02 07:51:23 +0900,casual,,https://www.inaturalist.org/observations/23224478,https://static.inaturalist.org/photos/35987097/medium.jpg,,,,1,0,true,3,"University of California - Santa Barbara, Goleta, CA, US",34.41241569,-119.847196,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,rhododendrons and azaleas,Rhododendron,rhododendrons and azaleas,Plantae,49487,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,,Rhodoreae,,Rhododendron,,,,,,,2019-04-20,2019-02-10,41,41
23224582,b34157cf-62b1-4222-a22e-c3a4a40370b8,Sat Apr 20 2019 13:33:43 GMT-0700 (PDT),2019-04-20,2019-04-21 05:33:43 +0900,Pacific Time (US & Canada),1376052,taylorc,Taylor Curtis,2019-04-27 06:15:32 +0900,2019-05-02 07:50:35 +0900,casual,,https://www.inaturalist.org/observations/23224582,https://static.inaturalist.org/photos/35987437/medium.jpg,,,,1,0,true,3,"University of California - Santa Barbara, Goleta, CA, US",34.41240706,-119.8468942,30,,,,30,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,rhododendrons and azaleas,Rhododendron indicum,southern Indian azalea,Plantae,208830,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,,Rhodoreae,,Rhododendron,,Rhododendron indicum,,,,,2019-04-20,2019-02-10,41,41
23224720,7823f9b2-bff9-459d-915c-9a205f76c2bf,Sat Apr 20 2019 13:34:27 GMT-0700 (PDT),2019-04-20,2019-04-21 05:34:27 +0900,Pacific Time (US & Canada),1376052,taylorc,Taylor Curtis,2019-04-27 06:16:17 +0900,2019-05-02 07:49:14 +0900,casual,,https://www.inaturalist.org/observations/23224720,https://static.inaturalist.org/photos/35987536/medium.jpg,,,,0,0,true,3,"University of California - Santa Barbara, Goleta, CA, US",34.4124198,-119.8468543,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,,Bougainvillea,bougainvilleas,Plantae,53804,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Nyctaginaceae,,,,,Bougainvillea,,,,,,,2019-04-20,2019-02-10,41,41
23224830,5bae8bb8-9e79-469d-ba74-dae35fbb5dbd,Sat Apr 20 2019 13:35:39 GMT-0700 (PDT),2019-04-20,2019-04-21 05:35:39 +0900,Pacific Time (US & Canada),1376052,taylorc,Taylor Curtis,2019-04-27 06:16:50 +0900,2019-05-04 15:25:00 +0900,casual,,https://www.inaturalist.org/observations/23224830,https://static.inaturalist.org/photos/35987783/medium.jpg,,,,2,0,true,3,"University of California - Santa Barbara, Goleta, CA, US",34.41277096,-119.8468824,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,trailing African daisy,Dimorphotheca fruticosa,trailing African daisy,Plantae,76661,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Calenduleae,,Dimorphotheca,,Dimorphotheca fruticosa,,,,,2019-04-20,2019-02-10,41,41
