Recorder,Recording Date,Date ,Time,Phenostage ,Observer,Native_Type,Stem_Type,Flower_Type,Species
"TC,ML,Av",4/28/20,3/3/20,15:25,5,avanwinden,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/3/20,15:25,4,avanwinden,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/6/20,12:12,5,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/6/20,12:14,4,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/6/20,12:14,3,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/6/20,12:15,1,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/6/20,12:15,1,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/6/20,12:16,2,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/6/20,12:17,1,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/6/20,12:17,5,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/6/20,12:18,4,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/7/20,10:37,5,behmarchel,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/7/20,10:39,3,behmarchel,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/7/20,10:27,5,avanwinden,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/7/20,12:28,5,avanwinden,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/7/20,10:44,4,michellelee,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/7/20,10:27,4,taylorc,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/7/20,10:45,4,behmarchel,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/11/20,18:16,3,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/11/20,18:18,4,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/11/20,18:19,4,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/11/20,18:31,4,charliethrift,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:36,4,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:37,3,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:39,5,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:40,4,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:41,5,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:42,5,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:43,4,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:44,5,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:44,3,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:50,4,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:51,5,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:52,5,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:54,6,jaggerjoyner,native,herbacious,single,California Poppy
"TC,ML,Av",4/28/20,3/17/20,17:56,5,jaggerjoyner,native,herbacious,single,California Poppy
"Av,ML,TC,CT,JJ,KS",11/8/19,3/11/19,9:30,4,avanwinden,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/6/19,10:20,5,janninechamorro,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/6/19,10:37,4,taylorc,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/6/19,10:39,5,taylorc,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/1/19,15:13,4,avanwinden,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/6/19,11:03,4,pataxte,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/8/19,10:31,4,avanwinden,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/8/19,10:32,5,avanwinden,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/8/19,10:33,5,avanwinden,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/8/19,11:56,5,avanwinden,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/8/19,12:01,5,avanwinden,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/8/19,11:36,6,janninechamorro,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/9/19,10:52,4,taylorc,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/9/19,10:53,6,taylorc,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/9/19,18:00,4,jaggerjoyner,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/10/19,10:47,5,taylorc,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/10/19,13:34,5,avanwinden,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/6/19,10:21,6,demacha,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/13/19,11:52,5,avanwinden,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/15/19,13:46,4,avanwinden,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/17/19,10:46,5,taylorc,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/17/19,10:47,4,taylorc,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/22/19,13:33,6,avanwinden,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/20/19,13:35,5,taylorc,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,4/29/19,13:37,5,avanwinden,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,5/5/19,10:36,5,sarahg9,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,5/5/19,10:29,6,bates550,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,5/5/19,10:53,6,taylorc,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,5/5/19,10:45,5,kseltmann,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,5/5/19,10:28,5,michellelee,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,5/5/19,10:38,5,bates550,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,5/8/19,15:11,6,avanwinden,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,5/8/19,15:21,5,avanwinden,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,5/10/19,10:12,5,avanwinden,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,5/10/19,14:16,6,michellelee,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,5/13/19,13:41,6,avanwinden,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,10/15/19,10:37,7,taylorc,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,5/22/19,13:42,6,avanwinden,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,5/29/19,14:13,6,michellelee,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,6/5/19,13:27,6,avanwinden,non-native,herbacious,single,Trailing African Daisy 
"Av,ML,TC,CT,JJ,KS",11/8/19,6/5/19,13:29,6,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,6/7/19,14:56,6,taylorc,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,6/7/19,14:34,6,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,6/7/19,14:57,6,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,9/26/19,10:24,6,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,8/13/19,17:44,6,taylorc,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,8/13/19,17:46,7,taylorc,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,10/10/19,8:57,7,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,10/19/19,11:08,4,joseyj,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,10/21/19,18:35,6,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,11/16/19,10:16,1,behmrachel,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,11/16/19,10:17,7,behmrachel,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,11/16/19,10:34,6,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,11/16/19,10:58,6,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,11/21/19,10:39,2,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,11/21/19,10:41,7,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,11/16/19,10:34,5,taylorc,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,11/16/19,10:35,4,taylorc,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,11/24/19,11:30,6,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,11/24/19,11:55,1,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,11/24/19,11:56,6,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,11/24/19,11:56,1,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,11/24/19,11:57,1,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,11/24/19,11:55,7,charliethrift,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,12/5/19,9:33,1,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,12/5/19,9:34,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,12/13/19,9:36,7,michellelee,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/7/20,13:28,1,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/7/20,13:28,7,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/7/20,13:29,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/7/20,13:30,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/7/20,13:31,2,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/11/20,10:31,2,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/11/20,10:36,2,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/11/20,10:37,1,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/11/20,10:54,1,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/11/20,10:31,3,taylorc,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/11/20,10:35,5,taylorc,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/13/20,13:34,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/13/20,13:35,2,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/13/20,13:35,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/13/20,13:36,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/22/20,13:25,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/22/20,13:26,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/22/20,13:27,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/23/20,13:44,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/23/20,13:43,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/23/20,13:43,2,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/27/20,13:37,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/27/20,13:38,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/27/20,13:39,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/28/20,9:04,3,jaggerjoyner,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/28/20,9:04,3,jaggerjoyner,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,1/29/20,10:46,3,jaggerjoyner,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,2/3/20,13:25,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,2/3/20,13:25,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,2/25/20,2/3/20,13:26,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/5/20,10:48,4,jaggerjoyner,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/5/20,10:50,3,jaggerjoyner,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/5/20,11:28,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/5/20,11:29,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/7/20,12:19,3,jaggerjoyner,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:26,3,nafikhan,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:11,4,taylorc,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:12,3,taylorc,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:31,2,nafikhan,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:32,2,nafikhan,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:35,3,nafikhan,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:36,2,nafikhan,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:37,3,nafikhan,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:10,3,charliethrift,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:11,2,charliethrift,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,11:05,3,behmrachel,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:26,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:30,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:28,3,charliethrift,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:31,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:31,3,avanwinden,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:29,3,charliethrift,non-native,herbacious,single,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:32,3,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:33,3,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:34,3,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:35,3,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:36,3,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,10:37,2,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/9/20,11:02,4,kseltmann,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/10/20,13:42,3,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/10/20,13:42,3,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/10/20,13:43,4,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/11/20,9:07,3,jaggerjoyner,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/11/20,9:08,2,jaggerjoyner,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/6/20,2/11/20,9:10,3,jaggerjoyner,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/12/20,13:44,3,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/12/20,13:45,3,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/12/20,13:45,3,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/13/20,15:14,3,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/13/20,15:15,3,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/13/20,15:15,3,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/14/20,12:37,4,jaggerjoyner,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/14/20,12:38,4,jaggerjoyner,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/14/20,12:47,4,jaggerjoyner,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/14/20,12:47,3,jaggerjoyner,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/14/20,12:48,4,jaggerjoyner,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/18/20,9:06,4,jaggerjoyner,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/18/20,9:07,4,jaggerjoyner,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/18/20,9:10,3,jaggerjoyner,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/18/20,13:44,4,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/18/20,13:45,4,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/15/20,2/18/20,13:45,4,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/19/20,10:00,4,jaggerjoyner,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/19/20,12:31,4,jaggerjoyner,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/19/20,13:10,3,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/19/20,13:10,3,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/19/20,13:11,3,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/20/20,12:42,3,jaggerjoyner,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/26/20,13:12,4,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/26/20,13:13,3,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/27/20,13:49,4,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/27/20,13:50,4,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/27/20,13:51,4,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/27/20,13:51,4,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/27/20,13:52,3,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/27/20,15:44,4,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,2/27/20,15:45,3,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/4/20,12:27,4,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/4/20,12:28,4,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/4/20,12:28,4,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:22,3,behmrachel,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:31,4,charliethrift,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:34,4,charliethrift,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:35,5,charliethrift,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:22,4,charliethrift,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:53,5,charliethrift,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:31,5,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:34,4,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:34,5,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:35,4,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:36,4,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:53,4,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:54,5,avanwinden,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:31,4,taylorc,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:32,4,taylorc,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:34,4,taylorc,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:34,4,taylorc,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:35,5,taylorc,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:51,7,taylorc,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/7/20,10:53,5,taylorc,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/11/20,18:22,6,charliethrift,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/11/20,18:22,5,charliethrift,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/11/20,18:23,6,charliethrift,non-native,herbacious,head,Trailing African Daisy 
Volunteers,4/28/20,3/12/20,13:10,5,conormchmahon,non-native,herbacious,head,Trailing African Daisy 
"ML, JJ, Av, CT",22-Nov-19,3/15/19,9:49,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/6/19,10:18,4,demacha,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/6/19,10:36,6,michellelee,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/6/19,10:42,5,michellelee,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/6/19,14:42,3,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/6/19,14:40,4,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/6/19,14:29,3,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/6/19,10:22,4,Sarahg9,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/6/19,10:19,4,sarahg9,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/6/19,10:50,5,pataxte,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/6/19,10:13,4,kseltmann,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/6/19,11:23,5,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/6/19,8:58,4,kseltmann,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/6/19,10:52,3,taylorc,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/6/19,10:46,4,taylorc,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/6/19,10:40,5,janninechamorro,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/6/19,10:38,4,taylorc,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/6/19,10:37,4,an_bui,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/6/19,10:24,2,sarahg9,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/6/19,10:15,4,taylorc,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/8/19,10:33,4,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/9/19,18:13,6,taylorc,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/9/19,18:10,5,taylorc,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/13/19,11:44,5,taylorc,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/13/19,11:20,6,avanwinden,non-native,wood,inflorescence,Pride of Madeira
