Recorder,Today's Date,Date ,Time,Phenostage ,Observer,notes,Native_Type,Stem_Type,Flower_Type,Species
Volunteers,4/28/20,3/3/20,9:01,2,jaggerjoyner,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,9:03,2,jaggerjoyner,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,9:04,2,jaggerjoyner,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,9:05,4,jaggerjoyner,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,9:11,1,jaggerjoyner,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,9:12,1,jaggerjoyner,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,15:31,3,avanwinden,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,15:31,4,avanwinden,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,15:32,4,avanwinden,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,15:32,1,avanwinden,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,15:33,2,avanwinden,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,15:33,4,avanwinden,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/4/20,12:28,1,avanwinden,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/4/20,12:29,2,avanwinden,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/4/20,12:31,3,avanwinden,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/4/20,12:32,3,avanwinden,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/4/20,12:32,4,avanwinden,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/9/20,11:01,1,michellelee,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:25,4,charliethrift,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:27,2,behmrachel,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:33,3,behmrachel,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:32,4,michellelee,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:22,2,avanwinden,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:25,1,avanwinden,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:25,3,avanwinden,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:26,4,avanwinden,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:26,4,avanwinden,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:22,2,taylorc,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:23,3,taylorc,,non-native,wood,inflorescence,Pride of Madeira
Angela,4/28/20,3/7/20,10:23,2,avanwinden,was id wrong orginally added 4/28,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:33,6,conormchmahon,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:33,7,conormchmahon,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:33,3,conormchmahon,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:35,1,conormchmahon,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:39,4,conormchmahon,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:47,4,conormchmahon,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/11/20,18:26,4,charliethrift,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/11/20,18:27,4,charliethrift,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/11/20,16:33,3,charliethrift,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/17/20,18:16,4,jaggerjoyner,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/17/20,18:17,3,jaggerjoyner,,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/17/20,18:22,4,jaggerjoyner,,non-native,wood,inflorescence,Pride of Madeira
